index,index_city,Population
14826,Bayboro,1243
14827,Centre Hall,1243
14828,Fort Totten,1243
14829,Laurys Station,1243
14831,Fulda,1243
14835,Britton,1242
14840,Calumet,1241
14841,Ladd,1241
14842,Olcott,1241
14843,Fort Deposit,1240
14844,Coosada,1240
14845,Dover Beaches North,1239
14846,Loyal,1239
14847,Due West,1239
14848,Wolfhurst,1239
14849,Kennebunkport,1238
14852,Chatom,1237
14853,Julesburg,1237
14855,Conway Springs,1237
14856,Hydesville,1237
14857,Moravia,1236
14858,Strawberry Point,1236
14859,Leadwood,1236
14862,Geronimo,1235
14863,Phil Campbell,1235
14864,Arnolds Park,1234
14866,Henry Fork,1234
14868,Coal Fork,1233
14870,Shenandoah Heights,1233
14873,Waldoboro,1233
14875,Carnuel,1232
14877,Lemmon,1232
14878,Barneveld,1232
14881,Falling Water,1232
14882,Hanna City,1232
14883,Haskins,1232
14884,Rock Port,1232
14891,Clarkton,1231
14894,Chittenden,1231
14895,Omega,1230
14896,Sandoval,1230
14897,Bon Aqua Junction,1230
14898,Renovo,1229
14899,Manasota Key,1229
14901,Glenns Ferry,1229
14902,Burt,1228
14903,Camillus,1228
14904,Fort Clark Springs,1228
14905,Chinook,1228
14906,Edwardsburg,1227
14907,Laytonville,1227
14908,Lake Luzerne,1227
14910,Kenbridge,1227
14914,Richfield Springs,1225
14915,Redway,1225
14916,Haven,1225
14918,North Collins,1225
14920,Meadview,1224
14922,Skyline-Ganipa,1224
14925,Morgandale,1224
14926,Claude,1224
14927,Minier,1224
14928,Boswell,1224
14929,Alto,1223
14930,Shelburn,1223
14933,Frisco City,1223
14936,Cornersville,1222
14937,Elkview,1222
14940,Eaton Estates,1222
14942,Mahnomen,1222
14945,Livingston Manor,1221
14949,Siletz,1221
14950,Searsmont,1221
14955,Tangent,1220
14956,South Barre,1219
14958,Glenwood City,1219
14959,Point Lookout,1219
14960,Hemphill,1218
14961,Wilmot,1218
14964,Kenduskeag,1217
14966,Chesterville,1216
14967,Martindale,1216
14968,Lake Michigan Beach,1216
14969,Marmaduke,1216
14970,Cypress Quarters,1215
14971,Bridport,1215
14973,Factoryville,1215
14974,Paradise Heights,1215
14975,Dollar Point,1215
14976,Royalton,1215
14977,"Stambaugh, Iron River",1215
14981,Teviston,1214
14984,Geneva-on-the-Lake,1214
14986,Theresa,1213
14987,West Mayfield,1213
14988,Renville,1213
14989,Elkader,1213
14990,Okeene,1213
14992,Scottville,1213
14993,South Henderson,1213
14997,Matheny,1212
15001,Yutan,1212
15004,Doña Ana,1211
15005,Burwell,1211
15007,Oglethorpe,1211
15011,Olmito,1210
15013,Duck Hill,1210
15014,Shullsburg,1210
15015,Dover Beaches South,1209
15016,Biglerville,1209
15017,Canyon Day,1209
15018,Mikoma,1209
15020,Barnsdall,1209
15022,Duboistown,1208
15023,Sandia Knolls,1208
15025,Palm Beach Shores,1208
15027,Harkers Island,1207
15028,Dakota,1207
15030,Brookfield Center,1207
15031,Lone Oak,1206
15033,Machiasport,1206
15034,Wauregan,1205
15035,Westhaven-Moonstone,1205
15036,Townshend,1205
15037,Tsaile,1205
15038,Avonia,1205
15040,Chapmanville,1205
15041,Spur,1205
15043,Midpines,1204
15045,Swepsonville,1204
15047,Lake Koshkonong,1204
15050,Duncansville,1204
15053,Roseboro,1203
15054,Krotz Springs,1203
15055,Cherryfield,1203
15057,New Waterford,1202
15058,New Vienna,1202
15059,Castle Hayne,1202
15060,Dallesport,1202
15062,Bellerose,1201
15063,Garretson,1201
15064,Fort Davis,1201
15065,Archie,1201
15066,Harbor Springs,1201
15069,Mantorville,1200
15071,El Rancho,1199
15072,Leetsdale,1199
15073,Lawtell,1198
15074,Browns Point,1198
15078,Stonington,1198
15079,La Harpe,1197
15080,Brush Fork,1197
15081,Shell Valley,1197
15082,Edmore,1196
15083,Sweetser,1196
15084,Spicer,1196
15086,Guernsey,1195
15089,Bass Lake,1195
15090,Jackpot,1195
15091,Ponderosa Pine,1195
15092,Keenesburg,1195
15093,McConnellstown,1194
15094,Center Hill,1194
15095,Villisca,1194
15097,Bray,1193
15100,Locust Fork,1192
15101,Banks Springs,1192
15105,Jewett,1192
15106,Paul,1192
15108,Waitsburg,1191
15109,Riddle,1191
15110,Tubac,1191
15111,Byng,1191
15112,Atwood,1191
15113,Tahoma,1191
15114,Quinnesec,1191
15115,Chualar,1190
15116,Happy Camp,1190
15117,Sherwood Shores,1190
15118,Lyndonville,1190
15119,Nortonville,1190
15120,Broxton,1190
15121,Gruver,1190
15122,Lecompte,1189
15123,Ore City,1189
15124,Third Lake,1189
15125,Jewell,1188
15127,New Richland,1188
15128,Parks,1188
15129,Clendenin,1187
15130,Balfour,1187
15131,Rutledge,1187
15133,Hooper Bay,1187
15136,Cool Valley,1187
15137,La Puebla,1186
15138,West Mountain,1186
15139,Great Neck Gardens,1186
15142,Callahan,1185
15145,Dilkon,1184
15146,Lake Lure,1184
15147,Herald,1184
15149,Central High,1184
15150,Forest Ranch,1184
15151,Apple Creek,1184
15152,Wisner,1184
15154,Colbert,1183
15155,Washington Mills,1183
15156,Stanberry,1183
15157,Shokan,1183
15158,Boley,1183
15159,Knox City,1183
15160,Mountainhome,1182
15161,South Gull Lake,1182
15162,Kinderhook,1182
15163,Alderson,1182
15164,Entiat,1182
15166,Constantia,1182
15167,New Preston,1182
15171,Sam Rayburn,1181
15176,Fellsburg,1180
15177,Oologah,1179
15178,Powderly,1178
15179,Crandon Lakes,1178
15181,Paulina,1178
15183,Mounds,1177
15184,Forrest,1177
15185,Fruitdale,1177
15186,Valley Mills,1177
15187,Monteagle,1177
15190,West Kennebunk,1176
15193,Hoback,1176
15194,Griggsville,1176
15197,Reedsville,1175
15200,Von Ormy,1175
15202,Albers,1174
15203,Frankston,1174
15204,Goodhue,1174
15206,Napanoch,1174
15208,Wurtsboro,1173
15209,Stone Ridge,1173
15210,Archer,1173
15215,Beach Haven,1172
15217,Cove Creek,1171
15218,Jarrell,1171
15220,Lorenzo,1171
15221,Bradenton Beach,1171
15224,Bratenahl,1171
15225,Bradford Woods,1171
15226,Steuben,1171
15227,Iowa Colony,1170
15228,Robins Air Force Base,1170
15229,Greenfields,1170
15230,Bethany Beach,1170
15231,Whitley City,1170
15233,Yellville,1169
15234,Clear Lake Shores,1169
15235,Grimsley,1167
15236,Belle Glade Camp,1167
15238,Marianne,1167
15239,Lenape Heights,1167
15240,Mexico Beach,1167
15241,Holiday Lakes,1166
15242,Pigeon,1166
15243,Cobb Island,1166
15244,Grass Lake,1166
15245,Big Rock,1165
15247,Amagansett,1165
15249,Shawneetown,1164
15252,Remington,1163
15253,Plantersville,1163
15256,Millbourne,1162
15258,Orford,1162
15260,Gales Ferry,1162
15264,Esther,1161
15266,Byers,1160
15267,Cascade Locks,1159
15268,Colon,1159
15269,March Air Force Base,1159
15270,New Brockton,1159
15271,Keedysville,1159
15273,East Conemaugh,1159
15274,North Webster,1158
15276,Cottonwood Shores,1158
15277,Diablo,1158
15279,Drain,1157
15282,Deatsville,1157
15287,Diamond Ridge,1156
15290,Cloverport,1156
15291,Divernon,1156
15292,Fivepointville,1156
15293,Oolitic,1156
15294,Cripple Creek,1155
15295,Payne,1155
15296,Patten,1155
15298,Hiller,1155
15300,Franklin Springs,1154
15301,Liberty Center,1154
15304,Marthasville,1152
15306,Monte Rio,1152
15307,Botkins,1152
15309,Tenaha,1152
15310,Rosharon,1152
15314,Calvert,1151
15316,Trafalgar,1150
15317,Rennerdale,1150
15319,Absarokee,1150
15320,Salix,1149
15321,Timpson,1149
15322,Grand Meadow,1149
15323,Pandora,1149
15327,McGill,1148
15328,Challenge-Brownsville,1148
15329,Port Henry,1148
15330,Lapwai,1147
15331,De Lisle,1147
15332,Kingfield,1147
15333,Kellyville,1147
15335,Pine Bluffs,1146
15336,Christmas,1146
15337,Vander,1146
15338,Ohatchee,1146
15339,Palmona Park,1146
15340,Clint,1146
15342,Port Orford,1146
15344,Weeki Wachee Gardens,1146
15345,Energy,1145
15346,Benjamin,1145
15347,Hebron Estates,1145
15352,La Croft,1144
15353,Elbow Lake,1144
15354,East Earl,1144
15355,Lonaconing,1144
15356,Lake Winnebago,1144
15357,Craig Beach,1143
15359,Ohkay Owingeh,1143
15360,Wamac,1143
15362,Damariscotta,1142
15363,Glenmore,1142
15364,Van Meter,1142
15365,Josephine,1142
15367,Ruckersville,1141
15371,Ellport,1141
15372,Athena,1140
15373,Red Boiling Springs,1140
15374,Saint Martins,1140
15376,Point Marion,1140
15377,Birchwood,1139
15380,Cobden,1139
15381,Steep Falls,1139
15382,Millers Falls,1139
15383,Nicollet,1138
15384,Banner Elk,1138
15385,Union Hall,1138
15387,Mantachie,1138
15390,Comer,1138
15391,Ponderay,1138
15392,Lilbourn,1137
15393,Keuka Park,1137
15395,Coldstream,1137
15396,Acalanes Ridge,1137
15398,Lompico,1137
15400,Taos Pueblo,1135
15401,Ship Bottom,1135
15402,Vandiver,1135
15405,New Matamoras,1135
15407,La Monte,1134
15409,West Kittanning,1134
15410,Elk Run Heights,1134
15411,Alleghenyville,1134
15412,Westfield Center,1134
15413,Thomasboro,1133
15415,Satanta,1133
15416,Bergen,1133
15417,Silver Ridge,1133
15419,Edgecomb,1133
15420,Bingham Farms,1133
15421,Quinebaug,1133
15423,Manchaca,1133
15425,Ucon,1132
15426,Oyster Creek,1132
15429,Cedar Ridge,1132
15430,Lucama,1132
15431,Speers,1132
15432,Los Olivos,1132
15433,Stromsburg,1132
15439,Ransom Canyon,1131
15440,Ellicott,1131
15441,Tatamy,1131
15443,Apalachin,1131
15446,French Settlement,1130
15447,Davidsville,1130
15449,Talmage,1130
15454,Fort Gaines,1129
15455,Jolivue,1129
15456,Anton,1128
15458,Church Rock,1128
15460,Summerdale,1128
15461,Wattsville,1128
15465,Aguanga,1128
15466,Cordry Sweetwater Lakes,1128
15467,Elton,1127
15468,Remerton,1127
15469,Glidden,1127
15470,Grabill,1127
15471,Boise City,1127
15472,Saylorsburg,1126
15473,Woodsville,1126
15474,Spring Glen,1126
15475,Castanea,1125
15476,Strum,1125
15478,Cullen,1125
15479,Harris,1125
15480,Collinsburg,1125
15481,Camp Point,1125
15482,Camargo,1124
15483,Nassau,1124
15484,South Corning,1124
15485,Galeton,1124
15488,Lone Jack,1124
15490,Tyhee,1123
15492,Earlston,1122
15493,Angel Fire,1122
15494,Cando,1122
15496,Boling,1122
15497,Creighton,1120
15499,Silver Grove,1120
15501,South Pekin,1120
15502,Dane,1120
15503,Friars Point,1120
15506,La Coste,1119
15507,Texico,1119
15508,Mountainaire,1119
15509,Brookneal,1119
15511,Continental,1119
15512,Morocco,1119
15513,Deltaville,1119
15514,Logan Elm Village,1118
15516,Cayuga,1118
15517,Schall Circle,1117
15518,Cane Savannah,1117
15519,Fairbank,1117
15522,Potomac Heights,1117
15524,Rocksprings,1116
15528,Assumption,1116
15529,Occidental,1115
15530,Beach,1115
15531,Merryville,1115
15532,Ogden Dunes,1115
15534,Bevent,1115
15537,Los Indios,1114
15538,Stiles,1113
15539,Berry,1113
15542,Highfield-Cascade,1112
15543,Bogata,1111
15544,Marion Center,1111
15545,La Cygne,1111
15546,Fruitport,1111
15548,New Summerfield,1111
15550,Greenback,1110
15551,Brussels,1110
15554,Kissee Mills,1109
15555,Housatonic,1109
15556,Barataria,1109
15559,Caliente,1109
15560,Cochranton,1109
15562,Carville,1108
15565,Dollar Corner,1108
15567,Nauvoo,1108
15569,Potter Lake,1107
15570,Saint Ansgar,1107
15572,Lowellville,1107
15573,Dixmont,1107
15574,La Union,1106
15575,Hilbert,1106
15576,Ballard,1106
15577,Frederic,1105
15578,Parkin,1105
15579,Cut and Shoot,1105
15580,Seabeck,1105
15581,Cole Camp,1105
15582,Hiland Park,1105
15584,Osceola Mills,1105
15585,Little Valley,1105
15586,Parachute,1105
15587,Harleigh,1104
15588,Bull Valley,1104
15589,Desert Shores,1104
15593,Maxwell,1103
15594,Terry,1103
15595,Bally,1103
15597,Boyceville,1103
15598,Kent City,1102
15599,Luxora,1102
15600,Ravensdale,1101
15602,Hilltop Lakes,1101
15605,Leonville,1101
15606,McCloud,1101
15607,Hustisford,1100
15608,Mountain Road,1100
15609,South Canal,1100
15613,Port Republic,1100
15614,Bassett,1100
15615,Milesburg,1100
15616,Inyokern,1099
15617,Tivoli,1099
15618,Amelia Court House,1099
15619,Saint Jacob,1098
15620,Russiaville,1098
15621,Rosenhayn,1098
15622,Howey-in-the-Hills,1098
15624,Cashton,1097
15625,Talihina,1097
15626,Wiscasset,1097
15627,White Haven,1097
15628,Alexandria Bay,1097
15630,Holgate,1096
15632,Howland,1096
15634,Markle,1095
15635,Clay City,1095
15636,Salcha,1095
15637,Hall Park,1095
15642,Madison Lake,1094
15645,Minor,1094
15646,Greenvale,1094
15648,Catahoula,1094
15649,Jefferson Heights,1094
15650,Yamhill,1094
15651,Farmersburg,1094
15653,Lumpkin,1093
15654,Roslyn Harbor,1093
15655,Barnes Lake-Millers Lake,1093
15656,Light Street,1093
15657,Coulee Dam,1093
15658,Erick,1093
15659,Shinglehouse,1093
15662,Appleton City,1092
15663,Basin City,1092
15664,Dierks,1092
15665,Monongah,1091
15666,Carriage Club,1090
15667,Peach Springs,1090
15668,Arivaca Junction,1090
15669,Gilbert Creek,1090
15671,Meridian Station,1090
15672,Marbleton,1090
15675,Bradbury,1089
15677,Sherburn,1089
15678,Raubsville,1088
15681,Towaoc,1087
15686,Lannon,1086
15688,Boothbay Harbor,1086
15690,Panora,1085
15694,Asherton,1084
15696,Woodworth,1084
15697,Hillside Lake,1084
15699,McCaysville,1083
15701,Gilcrest,1083
15703,Lake Secession,1083
15704,Kenmare,1083
15705,Fountain Green,1083
15709,Chetopa,1082
15710,Rosiclare,1082
15711,Dollar Bay,1082
15712,Flanagan,1082
15713,Luttrell,1082
15715,Wanamingo,1081
15716,Norlina,1081
15717,Little Round Lake,1081
15718,Sciotodale,1081
15720,Yarrow Point,1081
15723,Califon,1080
15724,Pennsboro,1080
15725,New Bloomfield,1080
15726,Van Lear,1079
15728,Aplington,1079
15730,Kempner,1078
15731,Almedia,1078
15735,Bodega Bay,1077
15739,Nellysford,1076
15740,Dixfield,1076
15741,Gholson,1076
15743,Hector,1076
15745,Heritage Creek,1076
15746,Maud,1076
15748,Colony Park,1076
15750,Sunflower,1075
15752,Rafter J Ranch,1075
15754,Champlain,1074
15755,Stover,1074
15756,Obion,1074
15757,Dodson Branch,1074
15758,Wade,1074
15761,Newellton,1074
15762,Lavalette,1073
15763,Belle Vernon,1073
15764,Brownsboro,1073
15769,Stillman Valley,1072
15770,De Smet,1072
15773,"New Century, KS",1072
15776,Luck,1071
15779,Redwater,1071
15780,Marcus,1070
15782,Celoron,1070
15784,Minetto,1069
15786,Arnaudville,1069
15787,Godley,1069
15788,Truman,1069
15789,Wister,1069
15792,Convoy,1068
15793,Hill Country Village,1067
15796,Prices Fork,1066
15799,Richton,1066
15803,Town Creek,1065
15806,Sand Point,1064
15807,Ash Flat,1064
15810,Curtisville,1064
15812,Baudette,1063
15814,Joseph,1063
15816,Pocono Ranch Lands,1062
15817,Willow Valley,1062
15818,Moorcroft,1062
15819,Goreville,1062
15820,Porcupine,1062
15821,South Ashburnham,1062
15823,Blackwater,1062
15824,Runge,1062
15826,Center Harbor,1061
15829,Roscommon,1061
15831,Poestenkill,1061
15832,Maringouin,1061
15833,Gerber,1060
15834,Wink,1060
15835,McKinley Heights,1060
15836,Nahunta,1060
15838,Sylvan Beach,1059
15839,Mound City,1059
15840,Upper Bear Creek,1059
15841,Delevan,1058
15842,The Galena Territory,1058
15844,Daniel,1058
15845,Horatio,1058
15846,Lake Nebagamon,1058
15847,North Edwards,1058
15850,Hill,1057
15851,Weeping Water,1057
15852,Hoopers Creek,1056
15853,Cincinnatus,1056
15855,Tuscarawas,1056
15856,Sanbornville,1056
15857,Double Springs,1056
15858,Schoeneck,1056
15859,Coburg,1055
15860,Velda Village Hills,1055
15862,Belfield,1055
15863,George,1055
15864,Tom Bean,1055
15866,Solomon,1054
15867,Kearney Park,1054
15869,Ray City,1053
15870,Ivyland,1053
15871,Yoncalla,1053
15872,Palo,1053
15873,Uhland,1052
15874,Supreme,1052
15876,Upper Lake,1052
15878,De Land Southwest,1052
15880,Saybrook Manor,1052
15885,Gorman,1051
15887,Pender,1051
15888,Ashton,1051
15891,Lake Saint Croix Beach,1051
15893,Rowland,1050
15897,Inman Mills,1050
15898,Luckey,1050
15899,Yeagertown,1050
15901,Sterling City,1049
15902,Millersport,1049
15903,Keewatin,1049
15904,Tyndall,1049
15907,Caddo,1048
15908,Shelter Island Heights,1048
15910,Bear Rocks,1048
15911,Ricardo,1048
15912,Rhodhiss,1048
15914,McConnellsburg,1048
15915,Watson,1047
15916,Marvell,1047
15919,Steinhatchee,1047
15923,New Shoreham,1047
15924,Jamaica Beach,1047
15925,Otisville,1046
15927,Cyril,1046
15929,Naco,1046
15931,Stedman,1045
15932,Stony Creek Mills,1045
15933,Garrett Park,1044
15934,Rio,1044
15935,Campti,1044
15942,Grand Coulee,1043
15943,Wurtland,1043
15944,Rosendale,1043
15945,Saint Jo,1043
15946,Challis,1043
15947,Captains Cove,1042
15948,Bogart,1042
15949,Ryland Heights,1042
15950,Hannawa Falls,1042
15951,Gideon,1041
15952,Sedan,1041
15953,Pasatiempo,1041
15955,New Waverly,1040
15956,Akutan,1040
15958,Masaryktown,1040
15959,Odin,1040
15960,Statenville,1040
15961,Quail Ridge,1040
15962,Dickeyville,1039
15964,Lasara,1039
15965,Sunman,1039
15966,Chauncey,1039
15967,Humansville,1038
15969,Stoneville,1038
15970,Windemere,1037
15971,Palenville,1037
15973,Santa Susana,1037
15975,Frenchville,1037
15980,Eden Valley,1036
15981,Ninnekah,1036
15982,Nickerson,1036
15983,Shafer,1036
15984,Falcon Lake Estates,1036
15987,Beaverdale,1035
15988,Elbridge,1035
15989,Yosemite Valley,1035
15991,North Tunica,1035
15993,Pacific City,1035
15994,Lempster,1034
15996,Santa Anna,1034
15997,Smith,1033
15998,Urbancrest,1033
15999,Scobey,1033
16000,Flint City,1033
16002,Turtle Lake,1033
16003,Ordway,1032
16004,Lily Lake,1032
16005,Wakeman,1032
16007,Blue Ball,1031
16008,Zena,1031
16011,Meigs,1030
16014,Eclectic,1029
16015,Marlinton,1029
16018,Allison,1029
16019,Poseyville,1029
16022,Saticoy,1029
16023,Castine,1029
16026,Worden,1028
16028,Farm Loop,1028
16030,Wortham,1028
16032,Fairchilds,1027
16033,Pierceton,1027
16036,Plum Grove,1027
16037,Browning,1027
16038,Tiki Island,1026
16039,Wiley Ford,1026
16040,Plandome Heights,1026
16041,Minturn,1026
16042,Alpaugh,1026
16043,Reynolds,1026
16045,Occoquan,1025
16048,Moapa Town,1025
16049,Mount Ida,1025
16050,Terramuggus,1025
16051,South Waverly,1025
16052,Coal Hill,1025
16053,Houck,1024
16054,Johnstonville,1024
16056,Penryn,1024
16060,Wanatah,1024
16061,Overbrook,1024
16063,Mesa Verde,1023
16064,Fyffe,1023
16067,Chebanse,1023
16068,Deweyville,1023
16070,Macy,1023
16072,Wittenberg,1022
16073,Seelyville,1022
16074,North English,1022
16075,Palouse,1022
16078,McCullom Lake,1021
16079,McLeansville,1021
16080,Healy,1021
16081,Robert Lee,1020
16084,Stetson,1020
16085,McGraw,1020
16086,Abbottstown,1020
16091,Riesel,1019
16092,Buckeystown,1019
16093,Falls Creek,1019
16094,Bradner,1019
16095,Six Shooter Canyon,1019
16096,Plummer,1019
16097,Tanner,1018
16098,Meredosia,1018
16101,Chevak,1018
16102,Rushmere,1018
16104,Santa Clara Pueblo,1018
16106,Paullina,1017
16107,Cape Charles,1017
16109,Fish Lake,1016
16110,West Cape May,1016
16111,Tonasket,1016
16112,Soda Bay,1016
16113,Beckemeyer,1016
16114,Oilton,1015
16115,Southmayd,1015
16116,Mill Neck,1015
16117,Wolcottville,1015
16118,Motley,1015
16119,Stoneboro,1015
16121,Taylors Falls,1014
16122,Limestone Creek,1014
16126,Masonville,1014
16127,Metcalfe,1014
16129,New Columbia,1013
16130,North Bibb,1013
16131,Friend,1013
16133,Enlow,1013
16135,Loup City,1012
16136,Kittery Point,1012
16138,Lake Latonka,1012
16139,Earth,1012
16140,Electric City,1012
16141,Baxter Estates,1012
16143,Wayne City,1012
16144,Bude,1012
16148,Indian Hills Cherokee Section,1011
16150,Yoe,1011
16151,Kiowa,1011
16154,East Gull Lake,1011
16158,Beatty,1010
16159,Lake Mack-Forest Hills,1010
16161,King Cove,1009
16163,Webster Springs,1009
16165,Quinton,1009
16168,Ouray,1008
16170,Enhaut,1007
16171,North Randall,1007
16172,Sherrills Ford,1007
16177,Glandorf,1006
16178,Chicora,1006
16180,Clarks,1006
16181,Niland,1006
16182,Red Lick,1006
16183,Derma,1006
16184,Ellerbe,1005
16185,Parkers Prairie,1005
16186,Island City,1005
16191,Chama,1004
16192,Thornport,1004
16193,Despard,1004
16197,Tribes Hill,1003
16199,Glasford,1003
16200,Minkler,1003
16202,Ringling,1002
16203,Prentiss,1002
16205,Hubbard Lake,1002
16206,Hawesville,1002
16207,Pioche,1002
16208,Brightwood,1001
16210,Donald,1001
16212,Watterson Park,1001
16217,Balsam Lake,991
16222,Green Lake,984
16224,Tunica,981
16226,Harlowton,979
16227,Grundy,978
16233,Red Cloud,963
16235,Gainesboro,955
16236,Hallock,953
16237,Keosauqua,947
16239,Carrizozo,941
16240,Ponca,940
16244,Fort Sumner,932
16248,Mifflintown,926
16249,Chappell,921
16251,Wessington Springs,919
16255,Hiawassee,906
16256,Wartburg,904
16258,Vega,900
16259,Coldspring,899
16261,Talbotton,887
16264,Leakesville,880
16265,Primghar,879
16267,Bandera,877
16269,Cottonwood Falls,872
16271,Kenansville,870
16272,Decaturville,869
16273,Aspermont,868
16274,Crowell,866
16278,Hayneville,862
16279,Goochland,861
16280,Arco,857
16281,Virginia City,855
16282,Jetmore,852
16288,Lake Andes,840
16289,Benkelman,840
16292,Schoharie,838
16293,Cheyenne Wells,837
16294,Sanderson,837
16300,Pawnee City,827
16302,Arapaho,826
16305,Byrdstown,814
16308,Wedowee,809
16309,Mohall,808
16310,Council,808
16314,Throckmorton,797
16315,North Hero,793
16316,Mott,793
16317,Tribune,793
16319,Middlebourne,790
16320,McKee,789
16323,Shoals,782
16324,Highmore,779
16325,Siren,778
16329,Berkeley Springs,766
16330,Fonda,765
16331,Lake Pleasant,762
16333,Sharon Springs,761
16336,Mertzon,758
16338,Philip,751
16342,Hindman,741
16343,Faulkton,740
16349,Plankinton,714
16350,Convent,711
16352,Kadoka,707
16353,Hennepin,698
16354,Dove Creek,697
16356,Bardwell,694
16357,Armour,686
16358,Newland,686
16364,Fairplay,681
